# unix_time, cycles_done, cur_path, paths_total, pending_total, pending_favs, map_size, unique_crashes, unique_hangs, max_depth, execs_per_sec
1669681989, 8, 497, 620, 151, 0, 0.94%, 16, 0, 19, 3305.10
1669681994, 8, 519, 620, 151, 0, 0.94%, 16, 0, 19, 3427.07
1669682004, 8, 523, 620, 150, 0, 0.94%, 16, 0, 19, 3520.15
1669682019, 8, 524, 620, 149, 0, 0.94%, 16, 0, 19, 3516.12
1669682035, 8, 538, 620, 148, 0, 0.94%, 16, 0, 19, 3503.55
1669682055, 8, 538, 621, 149, 0, 0.94%, 16, 0, 19, 3471.95
1669682060, 8, 543, 622, 149, 0, 0.94%, 16, 0, 19, 3496.69
1669682080, 8, 543, 623, 150, 0, 0.94%, 16, 0, 19, 3257.03
1669682085, 8, 547, 623, 149, 0, 0.94%, 16, 0, 19, 3488.04
1669682090, 8, 547, 625, 151, 0, 0.94%, 16, 0, 19, 3599.06
1669682095, 8, 549, 625, 150, 0, 0.94%, 16, 0, 19, 3564.01
1669682106, 8, 552, 625, 149, 0, 0.94%, 16, 0, 19, 3337.24
1669682121, 8, 552, 626, 150, 0, 0.94%, 16, 0, 19, 3364.99
1669682126, 8, 557, 626, 149, 0, 0.94%, 16, 0, 19, 3247.66
1669682152, 8, 557, 628, 151, 0, 0.94%, 16, 0, 19, 3415.50
1669682157, 8, 581, 628, 150, 0, 0.94%, 16, 0, 19, 3511.55
1669682162, 8, 581, 629, 151, 0, 0.94%, 16, 0, 19, 3615.91
1669682167, 8, 581, 630, 152, 0, 0.94%, 16, 0, 19, 3612.86
1669682172, 8, 588, 630, 151, 0, 0.94%, 16, 0, 19, 3373.80
1669682187, 8, 588, 631, 152, 0, 0.94%, 16, 0, 19, 3350.68
1669682197, 8, 591, 631, 151, 0, 0.94%, 16, 0, 19, 3188.51
1669682223, 8, 593, 631, 150, 0, 0.94%, 16, 0, 19, 3360.26
1669682243, 8, 595, 631, 149, 0, 0.94%, 16, 0, 19, 3439.20
1669682258, 8, 595, 633, 151, 0, 0.94%, 16, 0, 19, 3540.97
1669682263, 8, 604, 633, 150, 0, 0.94%, 16, 0, 19, 3242.78
1669682299, 8, 604, 638, 155, 0, 0.94%, 16, 0, 19, 3347.82
1669682304, 8, 615, 638, 154, 0, 0.94%, 16, 0, 19, 3461.77
1669682309, 8, 615, 640, 156, 0, 0.94%, 16, 0, 19, 3563.99
1669682315, 8, 615, 641, 157, 0, 0.94%, 16, 0, 19, 3607.28
1669682320, 8, 628, 641, 156, 0, 0.94%, 16, 0, 19, 3600.96
1669682330, 8, 630, 641, 155, 0, 0.94%, 16, 0, 19, 3029.22
1669682365, 8, 630, 642, 156, 0, 0.94%, 16, 0, 19, 3226.87
1669682370, 8, 630, 644, 158, 0, 0.94%, 16, 0, 19, 3354.72
1669682375, 8, 631, 644, 157, 0, 0.94%, 16, 0, 19, 3375.98
1669682396, 8, 632, 644, 156, 0, 0.94%, 16, 0, 19, 3459.98
1669682426, 8, 632, 645, 157, 0, 0.94%, 16, 0, 19, 3435.75
1669682431, 8, 636, 645, 156, 0, 0.94%, 16, 0, 19, 3282.52
1669682508, 8, 636, 650, 161, 0, 0.94%, 16, 0, 19, 2988.29
1669682513, 8, 644, 650, 160, 0, 0.94%, 16, 0, 19, 3064.77
1669682615, 8, 644, 653, 163, 0, 0.94%, 16, 0, 19, 3168.30
1669682626, 8, 652, 653, 162, 1, 0.94%, 16, 0, 19, 2875.94
1669682672, 8, 652, 655, 164, 1, 0.94%, 16, 0, 20, 3229.44
1669682682, 9, 177, 655, 161, 0, 0.94%, 16, 0, 20, 3549.78
1669682687, 9, 223, 655, 158, 0, 0.94%, 16, 0, 20, 3643.11
1669682692, 9, 278, 655, 157, 0, 0.94%, 16, 0, 20, 3651.36
1669682697, 9, 347, 655, 156, 0, 0.94%, 16, 0, 20, 3635.19
1669682702, 9, 363, 655, 155, 0, 0.94%, 16, 0, 20, 3599.53
1669682707, 9, 379, 655, 154, 0, 0.94%, 16, 0, 20, 3585.97
1669682712, 9, 401, 655, 153, 0, 0.94%, 16, 0, 20, 3550.50
1669682717, 9, 424, 655, 152, 0, 0.94%, 16, 0, 20, 3592.19
1669682722, 9, 434, 656, 152, 0, 0.94%, 16, 0, 20, 3581.36
1669682728, 9, 442, 656, 151, 0, 0.94%, 16, 0, 20, 3608.58
1669682733, 9, 446, 656, 150, 0, 0.94%, 16, 0, 20, 3583.44
1669682738, 9, 457, 656, 149, 0, 0.94%, 16, 0, 20, 3616.11
1669682748, 9, 467, 656, 148, 0, 0.94%, 16, 0, 20, 3659.06
1669682768, 9, 478, 656, 147, 0, 0.94%, 16, 0, 20, 3495.71
1669682778, 9, 485, 656, 146, 0, 0.94%, 16, 0, 20, 3474.87
1669682788, 9, 493, 656, 145, 0, 0.94%, 16, 0, 20, 3578.10
1669682814, 9, 494, 657, 145, 0, 0.94%, 16, 0, 20, 3619.81
1669682819, 9, 494, 658, 146, 0, 0.94%, 16, 0, 20, 3592.36
1669682824, 9, 503, 658, 145, 0, 0.94%, 16, 0, 20, 3620.20
1669682829, 9, 503, 659, 146, 0, 0.94%, 16, 0, 20, 3627.28
1669682834, 9, 510, 659, 145, 0, 0.94%, 16, 0, 20, 3607.53
1669682840, 9, 522, 659, 144, 0, 0.94%, 16, 0, 20, 3579.69
1669682855, 9, 530, 659, 143, 0, 0.94%, 16, 0, 20, 3515.08
1669682870, 9, 539, 659, 142, 0, 0.94%, 16, 0, 20, 3477.31
1669682896, 9, 541, 659, 141, 0, 0.94%, 16, 0, 20, 3451.29
1669682911, 9, 544, 659, 140, 0, 0.94%, 16, 0, 20, 3601.15
1669682917, 9, 544, 660, 141, 0, 0.94%, 16, 0, 20, 3603.59
1669682922, 9, 556, 660, 140, 0, 0.94%, 16, 0, 20, 3373.77
1669682942, 9, 572, 660, 139, 0, 0.94%, 16, 0, 20, 3388.45
1669682967, 9, 585, 660, 138, 0, 0.94%, 16, 0, 20, 3437.90
1669682972, 9, 585, 661, 139, 0, 0.94%, 16, 0, 20, 3544.90
1669682977, 9, 592, 661, 138, 0, 0.94%, 16, 0, 20, 3260.85
1669683013, 9, 592, 662, 139, 0, 0.94%, 16, 0, 20, 3229.54
1669683023, 9, 594, 662, 138, 0, 0.94%, 16, 0, 20, 3413.23
1669683039, 9, 609, 662, 137, 0, 0.94%, 16, 0, 20, 3496.33
1669683044, 9, 613, 663, 138, 0, 0.94%, 16, 0, 20, 3639.30
1669683049, 9, 613, 664, 139, 0, 0.94%, 16, 0, 20, 3623.84
1669683054, 9, 617, 664, 138, 0, 0.94%, 16, 0, 20, 3628.82
1669683059, 9, 617, 665, 139, 0, 0.94%, 16, 0, 20, 3597.98
1669683064, 9, 626, 665, 138, 0, 0.94%, 16, 0, 20, 2877.72
1669683120, 9, 627, 665, 137, 0, 0.94%, 16, 0, 20, 3110.10
1669683125, 9, 627, 666, 138, 0, 0.94%, 16, 0, 20, 3211.18
1669683146, 9, 627, 667, 139, 0, 0.94%, 16, 0, 20, 3396.71
1669683151, 9, 628, 667, 138, 0, 0.94%, 16, 0, 20, 3467.14
1669683156, 9, 634, 667, 138, 0, 0.94%, 16, 0, 20, 2735.03
1669683222, 9, 635, 667, 137, 0, 0.94%, 16, 0, 20, 2791.42
1669683289, 9, 635, 668, 138, 0, 0.94%, 16, 0, 20, 2834.93
1669683299, 9, 647, 668, 137, 0, 0.94%, 16, 0, 20, 3052.36
1669683309, 9, 647, 669, 138, 0, 0.94%, 16, 0, 20, 2074.41
